Timestamp,Model,Process,Metric,Score
2025-09-19 15:00:39,Model 16,encrypted-fhe,MAPE,65951776469245056.0000
2025-09-19 15:00:39,Model 16,encrypted-fhe,R2,-3315.6080
2025-09-19 15:00:39,Model 16,encrypted-fhe,EVS,0.0698
2025-09-19 15:00:39,Model 16,Validation,Time,41.9716
2025-09-19 15:00:39,Model 16,Test,Time,0.0005
2025-09-19 15:00:39,Model 16,encrypted-fhe,Time,4.0002
2025-09-19 15:00:39,Model 16,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 15:00:39,Model 16,encrypted-fhe,PolyModulusDegree,32768.0000
2025-09-19 15:00:39,Model 16,encrypted-fhe,CoeffModBitSizes,"[60, 40, 40, 40, 40, 40, 40, 60]"
2025-09-19 15:00:39,Model 16,encrypted-fhe,GlobalScale(2^40),1099511627776.0000
2025-09-19 15:00:39,Model 16,encrypted-fhe,AppEncryptionKeySize,1310720.0000
2025-09-19 15:02:47,Model 17,Validation,MSE,0.0366
2025-09-19 15:02:47,Model 17,Validation,MAE,0.1260
2025-09-19 15:02:47,Model 17,Validation,MAPE,302885858443264.0000
2025-09-19 15:02:47,Model 17,Validation,R2,-0.5229
2025-09-19 15:02:47,Model 17,Validation,EVS,0.0406
2025-09-19 15:02:47,Model 17,Test,MSE,0.0398
2025-09-19 15:02:47,Model 17,Test,MAE,0.1374
2025-09-19 15:02:47,Model 17,Test,MAPE,1.3678
2025-09-19 15:02:47,Model 17,Test,R2,-510.2432
2025-09-19 15:02:47,Model 17,Test,EVS,-22.8783
2025-09-19 15:02:47,Model 17,encrypted-fhe,MSE,254.5633
2025-09-19 15:02:47,Model 17,encrypted-fhe,MAE,15.9538
2025-09-19 15:02:47,Model 17,encrypted-fhe,MAPE,61509825226090000.0000
2025-09-19 15:02:47,Model 17,encrypted-fhe,R2,-2891.3794
2025-09-19 15:02:47,Model 17,encrypted-fhe,EVS,0.0714
2025-09-19 15:02:47,Model 17,Validation,Time,49.3382
