Timestamp,Model,Process,Metric,Score
2025-09-19 10:18:29,Model 12,encrypted-fhe,f1,1.0000
2025-09-19 10:18:29,Model 12,Validation,Time,143.0889
2025-09-19 10:18:29,Model 12,Test,Time,0.0311
2025-09-19 10:18:29,Model 12,encrypted-fhe,Time,37.1990
2025-09-19 10:18:29,Model 12,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 10:18:29,Model 12,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 10:18:29,Model 12,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 10:18:29,Model 12,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 10:18:29,Model 12,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 10:54:29,Model 13,Validation,acc,0.9714
2025-09-19 10:54:29,Model 13,Validation,ps,0.9708
2025-09-19 10:54:29,Model 13,Validation,recall,0.9715
2025-09-19 10:54:29,Model 13,Validation,f1,0.9711
2025-09-19 10:54:29,Model 13,Test,acc,0.9722
2025-09-19 10:54:29,Model 13,Test,ps,0.9724
2025-09-19 10:54:29,Model 13,Test,recall,0.9727
2025-09-19 10:54:29,Model 13,Test,f1,0.9725
2025-09-19 10:54:29,Model 13,encrypted-fhe,acc,1.0000
2025-09-19 10:54:29,Model 13,encrypted-fhe,ps,1.0000
2025-09-19 10:54:29,Model 13,encrypted-fhe,recall,1.0000
2025-09-19 10:54:29,Model 13,encrypted-fhe,f1,1.0000
2025-09-19 10:54:29,Model 13,Validation,Time,216.6185
2025-09-19 10:54:29,Model 13,Test,Time,0.0414
2025-09-19 10:54:29,Model 13,encrypted-fhe,Time,37.5107
2025-09-19 10:54:29,Model 13,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 10:54:29,Model 13,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 10:54:29,Model 13,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 10:54:29,Model 13,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 10:54:29,Model 13,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:01:57,Model 14,Validation,acc,0.9778
2025-09-19 11:01:57,Model 14,Validation,ps,0.9774
2025-09-19 11:01:57,Model 14,Validation,recall,0.9775
2025-09-19 11:01:57,Model 14,Validation,f1,0.9774
2025-09-19 11:01:57,Model 14,Test,acc,0.9685
2025-09-19 11:01:57,Model 14,Test,ps,0.9691
2025-09-19 11:01:57,Model 14,Test,recall,0.9690
2025-09-19 11:01:57,Model 14,Test,f1,0.9689
2025-09-19 11:01:57,Model 14,encrypted-fhe,acc,1.0000
2025-09-19 11:01:57,Model 14,encrypted-fhe,ps,1.0000
2025-09-19 11:01:57,Model 14,encrypted-fhe,recall,1.0000
2025-09-19 11:01:57,Model 14,encrypted-fhe,f1,1.0000
2025-09-19 11:01:57,Model 14,Validation,Time,303.4818
2025-09-19 11:01:57,Model 14,Test,Time,0.0315
2025-09-19 11:01:57,Model 14,encrypted-fhe,Time,38.1952
2025-09-19 11:01:57,Model 14,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:01:57,Model 14,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:01:57,Model 14,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:01:57,Model 14,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:01:57,Model 14,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:13:21,Model 15,Validation,acc,0.9728
2025-09-19 11:13:21,Model 15,Validation,ps,0.9726
2025-09-19 11:13:21,Model 15,Validation,recall,0.9725
2025-09-19 11:13:21,Model 15,Validation,f1,0.9725
2025-09-19 11:13:21,Model 15,Test,acc,0.9764
2025-09-19 11:13:21,Model 15,Test,ps,0.9768
2025-09-19 11:13:21,Model 15,Test,recall,0.9767
2025-09-19 11:13:21,Model 15,Test,f1,0.9767
2025-09-19 11:13:21,Model 15,encrypted-fhe,acc,1.0000
2025-09-19 11:13:21,Model 15,encrypted-fhe,ps,1.0000
2025-09-19 11:13:21,Model 15,encrypted-fhe,recall,1.0000
